Crop,Soil_Type,Season,Region,N,P,K,pH,Rainfall,Temperature,Humidity,Yield_kg_per_acre,Productivity,output
Wheat,Black,Rabi,South,91,34,33,5.96,134.8,34,37.9,22.5,Low,0
Millets,Red,Rabi,Central,230,150,181,7.05,398.4,22.6,81.2,41.14,High,1
Cotton,Loamy,Kharif,West,197,108,150,7.07,160.8,29.9,64.5,27.68,Moderate,1
Millets,Black,Kharif,Central,116,27,39,5.61,90.4,30.1,25.8,23.15,Low,0
Sugarcane,Red,Kharif,East,206,110,277,7.06,278.7,23.6,76.9,33.81,High,1
Millets,Red,Zaid,West,97,89,156,6.62,305.3,22.2,59.7,28.99,Moderate,1
Wheat,Clay,Zaid,East,117,80,133,6.68,259.5,22.1,63.3,22.51,Moderate,1
Rice,Sandy,Zaid,North,135,100,138,6.14,157.4,29.8,51.5,34.2,Moderate,1
Rice,Sandy,Rabi,North,186,103,72,6.32,303,28.5,61.5,33.84,Moderate,1
Rice,Loamy,Zaid,North,173,136,247,8.13,384.4,20.5,70,32.47,High,1
Cotton,Loamy,Zaid,South,66,42,47,6.18,124.7,31.3,28.6,17.49,Low,0
Wheat,Sandy,Kharif,South,71,53,80,5.69,88.6,37.1,30.7,22.16,Low,0
Cotton,Loamy,Rabi,East,110,62,87,7.27,163.4,22.8,69.6,22.98,Moderate,1
Wheat,Red,Rabi,North,102,66,52,5.41,104.1,36.2,32.1,16.62,Low,0
Wheat,Loamy,Zaid,South,97,96,160,7.19,198.4,29.2,74.5,23.81,Moderate,1
Maize,Sandy,Kharif,South,110,54,27,6.16,161.1,33,31.6,21.74,Low,0
Sugarcane,Sandy,Rabi,Central,87,27,76,6.11,187.9,32.2,36.5,22.48,Low,0
Millets,Red,Rabi,Central,139,83,116,6.76,319.6,31.7,61.4,34.8,Moderate,1
Cotton,Loamy,Kharif,North,284,151,227,8.1,444.2,20.5,87.9,31.79,High,1
Millets,Sandy,Kharif,West,169,118,160,6.7,299.6,29.5,62.9,25.82,Moderate,1
Sugarcane,Black,Zaid,South,106,22,41,6.03,148.4,30.7,40.1,19.71,Low,0
Rice,Clay,Rabi,Central,124,63,141,6.43,226.1,24.2,54,32.49,Moderate,1
Sugarcane,Sandy,Rabi,East,105,118,168,6.7,252.4,28.4,67.1,30.42,Moderate,1
Cotton,Clay,Zaid,South,227,112,210,7.84,374,20.9,73.1,38.84,High,1
Wheat,Loamy,Rabi,South,156,115,126,6.51,266.4,29.3,44.2,25.04,Moderate,1
Maize,Clay,Rabi,Central,155,84,163,6.84,219.2,30.2,45.2,34.07,Moderate,1
Maize,Clay,Kharif,South,48,37,44,5.15,76.6,31.4,35.9,22.05,Low,0
Cotton,Black,Rabi,Central,55,44,19,5.79,187.3,33.3,35.1,22.45,Low,0
Cotton,Red,Rabi,North,94,42,75,5.17,78.1,31.8,27.6,19.28,Low,0
Maize,Black,Rabi,East,165,113,101,7.1,304.5,30,42.5,32.24,Moderate,1
Wheat,Clay,Zaid,East,207,162,212,6.79,265.6,24.2,82,41,High,1
Wheat,Sandy,Rabi,West,157,57,137,6.78,226.2,29.7,48.5,23.5,Moderate,1
Cotton,Red,Kharif,Central,195,76,100,6.88,312,28.2,41.3,22.29,Moderate,1
Sugarcane,Sandy,Zaid,West,116,39,81,5.23,148.2,31.7,42.8,20.2,Low,0
Millets,Loamy,Rabi,East,120,117,177,7.5,248.1,26.7,46.1,23.66,Moderate,1
Cotton,Red,Kharif,South,41,56,15,6.09,82.2,36.9,53.7,20.66,Low,0
Rice,Clay,Zaid,North,145,107,139,5.87,308.5,23.8,40.8,31.06,Moderate,1
Maize,Black,Rabi,Central,115,108,131,6.02,266.7,28.2,41.3,27.1,Moderate,1
Rice,Black,Rabi,South,102,62,104,7.02,241,29.7,65.3,23.18,Moderate,1
Wheat,Clay,Rabi,West,271,130,272,7.62,311.8,27.4,61.8,32.89,High,1
Cotton,Red,Zaid,Central,184,65,149,7.23,205.2,24.9,49,34.66,Moderate,1
Wheat,Red,Rabi,South,60,31,72,5.5,155.3,33.7,32.6,17.62,Low,0
Sugarcane,Clay,Zaid,South,47,21,63,5.18,105.6,37.2,51,23.02,Low,0
Maize,Clay,Zaid,South,232,151,213,8.2,297.4,22.4,76.5,36.09,High,1
Millets,Loamy,Rabi,South,191,137,286,7.47,381.6,26.7,68.5,32.93,High,1
Millets,Red,Zaid,East,177,119,179,6.92,320.7,19.8,66.2,36.58,High,1
Cotton,Loamy,Rabi,West,99,77,176,6.96,248.2,24.5,53.4,28.62,Moderate,1
Wheat,Sandy,Rabi,South,69,29,45,5.03,86.5,35.8,28,25.97,Low,0
Millets,Clay,Kharif,South,64,43,27,5.77,165.8,31.5,35.6,26.76,Low,0
Maize,Black,Kharif,West,199,101,287,6.53,288.2,20.1,84.8,37.19,High,1
Rice,Red,Zaid,West,197,112,167,7.06,206.5,28,66.7,27.5,Moderate,1
Millets,Black,Kharif,Central,200,116,196,7.04,361,22.6,62.2,33.68,High,1
Cotton,Black,Zaid,North,160,137,217,7.76,332.1,24.7,63.7,40.47,High,1
Rice,Loamy,Zaid,East,97,39,40,5.06,72.1,37.6,44.2,22.36,Low,0
Wheat,Sandy,Kharif,South,115,41,46,5.42,112,34.4,34.2,26.36,Low,0
Millets,Sandy,Zaid,North,235,120,157,7.57,420.8,18.6,80.8,37.92,High,1
Millets,Red,Rabi,North,85,65,44,5.18,96.1,35,43.3,23.59,Low,0
Millets,Red,Zaid,West,142,69,78,6.93,271,27.2,72.9,23.57,Moderate,1
Sugarcane,Black,Zaid,East,267,101,221,6.67,259.2,18.7,79.2,30.45,High,1
Maize,Red,Kharif,North,286,164,188,8.11,275.8,19.5,86.9,41.07,High,1
Wheat,Clay,Zaid,West,94,103,118,5.9,310.1,25.7,59.1,25.17,Moderate,1
Wheat,Sandy,Zaid,North,151,87,150,6.72,169.8,22.8,62.4,26.7,Moderate,1
Cotton,Red,Kharif,South,144,89,129,6.94,190.2,22.1,67.6,23.68,Moderate,1
Millets,Loamy,Rabi,West,183,54,159,6.03,222.8,30.8,42.3,26.45,Moderate,1
Maize,Loamy,Kharif,Central,55,37,65,5.49,139.6,31.4,45.8,20.53,Low,0
Wheat,Clay,Zaid,South,255,125,180,6.8,279.4,23.6,76.8,37.67,High,1
Millets,Clay,Rabi,West,106,60,42,5.2,160.2,35.4,26.9,18.3,Low,0
Cotton,Black,Kharif,North,65,33,62,6.13,162.3,33.9,42.3,17.6,Low,0
Millets,Clay,Kharif,South,153,51,129,7.07,233.5,24.8,52.5,28.69,Moderate,1
Cotton,Loamy,Kharif,East,113,56,99,7.01,179.5,29,51.7,28.94,Moderate,1
Wheat,Loamy,Kharif,Central,198,133,163,7.81,351.8,19.3,85.9,32.35,High,1
Rice,Loamy,Kharif,Central,141,62,111,6.7,308.3,22.3,69.3,25.41,Moderate,1
Cotton,Black,Rabi,South,42,19,66,5.26,137.7,32.4,29.3,15.67,Low,0
Maize,Red,Kharif,Central,257,147,168,7.95,408.3,19.1,69.9,38.19,High,1
Wheat,Black,Kharif,South,142,97,127,6.3,229.4,25.6,46,22.16,Moderate,1
Wheat,Clay,Rabi,Central,57,28,27,5.48,139.5,36.4,36.5,15.08,Low,0
Millets,Red,Rabi,West,46,61,62,6.24,174.5,32.4,46.7,22.99,Low,0
Cotton,Red,Rabi,East,138,116,90,7.43,238.9,27.4,54.6,32.7,Moderate,1
Rice,Clay,Zaid,West,83,61,37,5.27,76.1,35.5,41.8,24.64,Low,0
Wheat,Black,Kharif,South,173,106,132,6.26,250.4,23.8,74.8,24.66,Moderate,1
Maize,Clay,Rabi,East,266,119,240,8.19,371,21.7,81.8,35.03,High,1
Cotton,Black,Rabi,East,164,147,212,6.69,439.4,21.4,61.1,33.08,High,1
Millets,Red,Rabi,North,220,162,205,8.12,340.3,22.6,80.7,42.11,High,1
Maize,Sandy,Kharif,South,199,95,172,6.9,285.1,23.8,74.8,22.23,Moderate,1
Wheat,Loamy,Kharif,East,71,21,54,5.83,170.2,30.5,54.8,21.22,Low,0
Wheat,Red,Kharif,North,46,43,23,6.29,180.2,33.5,35.7,15.7,Low,0
Rice,Clay,Rabi,West,59,62,20,5.24,82.8,35.6,27.9,23.62,Low,0
Wheat,Clay,Rabi,South,106,75,76,6.72,235.2,27.1,45.2,26.28,Moderate,1
Millets,Black,Rabi,North,226,156,205,7.73,317.6,24.5,66.2,43.8,High,1
Rice,Black,Kharif,West,155,114,113,6.76,202.4,22.1,66.1,30.17,Moderate,1
Cotton,Sandy,Zaid,Central,66,36,70,5.92,112.5,34.6,42,25.84,Low,0
Sugarcane,Red,Rabi,West,48,69,76,6,71.1,35.5,49.3,17.27,Low,0
Maize,Sandy,Kharif,North,106,60,79,6.85,228.1,28.2,72.5,28.45,Moderate,1
Sugarcane,Red,Zaid,West,160,103,176,7.34,257.5,31.2,64.5,34.15,Moderate,1
Rice,Loamy,Zaid,East,180,167,228,7.47,332.4,23.5,87.8,32.4,High,1
Millets,Sandy,Rabi,Central,78,33,56,6.14,153.8,34,29.1,24.92,Low,0
Sugarcane,Clay,Kharif,East,202,157,270,7.42,343.5,20.4,79.6,44.44,High,1
Cotton,Red,Zaid,West,235,146,186,6.86,352.4,20.4,77.6,39.55,High,1
Wheat,Black,Kharif,Central,123,119,107,5.86,234.9,26.6,60.4,22.01,Moderate,1
Wheat,Red,Rabi,North,182,96,99,7.04,216.6,31,68.2,28.59,Moderate,1
Millets,Loamy,Kharif,South,229,154,250,7.48,328.9,27.6,75,41.33,High,1
Maize,Loamy,Kharif,North,157,84,74,7.47,219.2,29.5,53.4,22.91,Moderate,1
Maize,Black,Kharif,East,123,64,168,6.27,307.2,30.9,51.1,32.32,Moderate,1
Wheat,Loamy,Kharif,Central,197,88,166,6.97,197.3,25,61.6,34.04,Moderate,1
Sugarcane,Loamy,Rabi,West,181,134,244,6.86,362.6,21,77.2,39.71,High,1
Sugarcane,Red,Zaid,West,77,56,39,5.56,196.3,31.9,43.2,15.5,Low,0
Rice,Red,Rabi,Central,137,63,167,5.87,234.8,22.3,54.1,23.62,Moderate,1
Wheat,Black,Zaid,East,174,88,100,6.77,273.5,25.9,48.3,27.73,Moderate,1
Cotton,Sandy,Kharif,South,193,118,105,6.31,159.4,27.2,70.6,24.32,Moderate,1
Millets,Black,Kharif,West,207,141,226,6.82,327.4,26.6,67,35.57,High,1
Sugarcane,Clay,Rabi,East,233,113,222,7.38,384.5,19.6,80.1,44.92,High,1
Maize,Clay,Zaid,West,86,32,35,5.3,129.1,30,48.4,20.74,Low,0
Wheat,Sandy,Rabi,North,51,30,66,6.13,102.5,35.2,41.8,23.28,Low,0
Millets,Black,Kharif,South,173,61,140,7.14,234.7,30.1,47.5,22.06,Moderate,1
Sugarcane,Clay,Zaid,West,151,115,92,6.71,159.3,26.7,64.7,34.68,Moderate,1
Cotton,Clay,Rabi,Central,199,161,152,7.27,317.6,23.6,77.8,41.56,High,1
Millets,Clay,Rabi,Central,164,134,197,7.32,373.2,26.6,85.2,42.09,High,1
Maize,Loamy,Kharif,East,100,52,33,5.04,131.7,36.4,39.2,18.99,Low,0
Sugarcane,Red,Kharif,East,103,75,128,6.75,306.9,26.7,69.7,25.6,Moderate,1
Rice,Clay,Rabi,West,123,92,163,6.32,180.9,28.4,59.8,22.66,Moderate,1
Maize,Loamy,Rabi,East,162,88,118,7.47,190.7,24.5,52.5,23.99,Moderate,1
Wheat,Red,Kharif,East,173,105,203,7.96,352.4,27.2,82.8,35.22,High,1
Wheat,Red,Kharif,Central,178,56,112,7.27,223.8,30.7,73.2,22.71,Moderate,1
Sugarcane,Black,Zaid,North,223,122,299,7.27,415.9,19.6,88.6,41.61,High,1
Rice,Loamy,Zaid,West,75,15,87,6.18,149.2,35.7,27.3,25.61,Low,0
Wheat,Black,Rabi,South,106,45,20,5.31,197.4,32.5,29.4,18.95,Low,0
Millets,Loamy,Rabi,Central,53,26,24,6,169.9,32.7,41.8,20.34,Low,0
Maize,Loamy,Rabi,Central,122,103,92,6.72,195.4,31.3,53.6,23.88,Moderate,1
Cotton,Clay,Kharif,North,98,55,55,5.06,86.9,31.9,35.4,24.44,Low,0
Millets,Loamy,Rabi,Central,107,27,16,5.92,197.8,37.8,26.9,23.22,Low,0
Sugarcane,Black,Rabi,West,160,116,151,5.92,159.4,23.8,72.5,25.84,Moderate,1
Millets,Clay,Kharif,North,170,89,90,7.3,267.2,23.6,73.3,27.9,Moderate,1
Wheat,Sandy,Kharif,South,226,140,254,7.35,401.8,21.4,72.3,43.05,High,1
Cotton,Black,Rabi,South,78,16,26,5.86,133.3,35.8,38.4,25.09,Low,0
Sugarcane,Loamy,Kharif,Central,199,104,256,7.56,375.1,22.2,87.5,32.79,High,1
Rice,Black,Zaid,West,198,110,188,8.12,310.9,26.3,85.1,35.35,High,1
Maize,Loamy,Zaid,East,91,63,32,6.29,196.3,33.3,44.4,21.41,Low,0
Wheat,Black,Rabi,South,161,99,157,7.27,162,23.6,65.1,30.43,Moderate,1
Sugarcane,Sandy,Zaid,East,108,37,65,5.92,149.8,31.5,33.6,23.96,Low,0
Sugarcane,Clay,Kharif,East,183,82,134,6.2,242.9,27.1,67.7,34.83,Moderate,1
Wheat,Loamy,Kharif,South,68,51,36,5.7,155,37.7,28.7,26.45,Low,0
Cotton,Clay,Kharif,North,183,128,264,7.43,373.3,27.4,88,33.99,High,1
Sugarcane,Sandy,Rabi,Central,239,147,224,6.73,321.2,19.7,62.5,31.18,High,1
Rice,Loamy,Rabi,South,96,77,111,7.25,162.5,22,44.8,25.94,Moderate,1
Millets,Red,Kharif,East,181,101,262,7.3,253.9,23.8,69.1,35.15,High,1
Wheat,Clay,Zaid,South,68,58,69,6.08,113.6,33.8,40.6,18.22,Low,0
Wheat,Sandy,Kharif,North,40,67,72,5.63,144.6,34.6,38.3,24.89,Low,0
Maize,Black,Rabi,North,207,151,227,6.89,274.9,25,73.9,35.27,High,1
Maize,Sandy,Zaid,East,244,104,272,7.41,395.9,21.6,64.7,31.95,High,1
Millets,Red,Kharif,South,62,65,25,5.2,176.7,33.6,27,20.74,Low,0
Rice,Loamy,Zaid,West,115,87,176,6.99,185.9,28.8,53.2,22.12,Moderate,1
Maize,Red,Zaid,North,93,59,59,5.52,139.7,36.4,35.6,18.42,Low,0
Cotton,Clay,Kharif,West,231,111,154,6.72,441.1,23.9,85.9,33.45,High,1
Rice,Red,Rabi,North,236,126,258,7.87,339.8,26.4,80,43.68,High,1
Rice,Clay,Kharif,East,201,138,215,7.88,378.8,22.2,81.7,33.8,High,1
Rice,Black,Rabi,East,108,91,133,6.02,284.2,31.6,43,32.78,Moderate,1
Rice,Clay,Kharif,North,116,36,46,5.49,158.8,35.7,49.5,15.65,Low,0
Maize,Sandy,Rabi,North,163,55,135,5.85,240.2,26.5,66.6,29.69,Moderate,1
Rice,Sandy,Kharif,South,151,114,97,6.97,258.4,24.7,68.4,26.29,Moderate,1
Wheat,Black,Kharif,North,188,138,229,7.09,335,20.6,77,34.09,High,1
Rice,Sandy,Rabi,East,50,67,19,5.91,153.7,33.1,52.6,15.4,Low,0
Sugarcane,Clay,Zaid,North,118,32,48,5.6,179.7,30.1,31.4,23.92,Low,0
Maize,Sandy,Rabi,East,222,108,164,6.99,366,21.1,69.8,35.1,High,1
Cotton,Sandy,Kharif,North,112,22,31,6.15,198.7,37.2,27.1,15.4,Low,0
Maize,Loamy,Rabi,South,142,90,143,7.32,276.9,24.6,49.8,33.28,Moderate,1
Rice,Sandy,Rabi,South,249,162,223,7.78,256.2,22.9,60.7,41.55,High,1
Millets,Clay,Kharif,East,181,75,111,6.72,274.3,26.5,71.9,28.61,Moderate,1
Sugarcane,Clay,Rabi,Central,133,111,96,7.01,181.2,23.4,72.7,23.74,Moderate,1
Sugarcane,Loamy,Kharif,South,247,164,275,7.17,291.8,26.2,67.2,39.17,High,1
Cotton,Black,Kharif,West,135,84,100,6.67,158,30.7,42.5,23.8,Moderate,1
Rice,Clay,Zaid,East,162,122,268,7.74,305.7,24.6,69.3,32.38,High,1
Maize,Red,Kharif,East,237,104,292,7.97,375.6,22.7,74.5,41.19,High,1
Sugarcane,Loamy,Rabi,South,119,44,22,6.16,112.7,30.5,37.9,25.23,Low,0
Millets,Sandy,Kharif,East,193,66,77,6.18,154.5,29.2,41.6,28.57,Moderate,1
Millets,Black,Zaid,Central,79,25,58,5.04,81.7,38,53.5,15.09,Low,0
Rice,Sandy,Kharif,West,74,55,23,5.43,125.1,37.3,26.5,20.56,Low,0
Millets,Sandy,Kharif,East,257,156,161,8.2,291.4,24.3,71.7,35.83,High,1
Maize,Loamy,Kharif,South,178,109,211,7.93,348.1,18.9,73.6,33.25,High,1
Wheat,Sandy,Kharif,South,108,41,33,5.8,197.4,30.3,46.2,21.65,Low,0
Maize,Black,Rabi,North,275,139,288,7.24,370.8,18.6,82.6,41.53,High,1
Rice,Black,Rabi,North,183,125,193,7.59,425.8,27.2,71.8,44.63,High,1
Sugarcane,Black,Kharif,West,189,70,88,7.17,281.4,30.2,74.9,30.12,Moderate,1
Maize,Black,Zaid,West,107,59,114,6.11,298.1,23.4,74.6,25.73,Moderate,1
Maize,Red,Zaid,South,55,50,26,5.29,167.7,31.1,38.9,24.24,Low,0
Wheat,Red,Zaid,South,119,45,35,5.19,111.9,34.3,30,24.42,Low,0
Cotton,Loamy,Zaid,Central,41,27,86,5.24,130,32.3,49,18.54,Low,0
Wheat,Black,Zaid,Central,192,112,215,6.64,278.2,24.8,67.4,43.71,High,1
Rice,Red,Kharif,East,258,110,280,6.72,382.7,23.2,89.7,30.79,High,1
Cotton,Black,Kharif,North,296,130,219,8.02,295.9,24.6,82.6,31.16,High,1
Cotton,Clay,Rabi,West,181,126,288,7.86,302.8,21.5,63.5,39.77,High,1
Rice,Loamy,Rabi,South,127,78,156,7.08,292.5,29.6,48.3,33.78,Moderate,1
Wheat,Loamy,Zaid,South,117,44,71,5.16,112.3,33.6,37.5,17.47,Low,0
Rice,Sandy,Rabi,West,102,85,117,5.83,308.6,26.3,73.5,30.01,Moderate,1
Cotton,Sandy,Kharif,Central,46,44,33,5.29,119.5,32.4,25.7,16.98,Low,0
Wheat,Black,Zaid,North,105,31,48,5.66,102.5,36.6,27.7,21.58,Low,0
Wheat,Red,Rabi,Central,154,56,173,6.53,273.2,26,45.1,22.34,Moderate,1
Maize,Sandy,Zaid,East,122,112,158,6.2,209.1,25,66.7,27.97,Moderate,1
Rice,Sandy,Zaid,East,80,32,50,6.12,181.3,36.9,36.1,18.85,Low,0
Sugarcane,Black,Zaid,North,82,16,26,5.29,84.1,37.2,33.8,26.77,Low,0
Wheat,Clay,Zaid,South,139,101,101,6.09,280.3,23,69.3,28.94,Moderate,1
Millets,Loamy,Zaid,East,165,70,140,7.33,197.1,31.8,55,28.69,Moderate,1
Sugarcane,Black,Rabi,North,91,75,165,6.76,183.2,25.7,73.9,24.06,Moderate,1
Sugarcane,Black,Zaid,South,170,138,167,7.97,415.4,18.2,70.2,30.32,High,1
Wheat,Sandy,Rabi,West,240,132,166,7.81,406.1,25,86.5,31.55,High,1
Cotton,Sandy,Rabi,Central,132,83,173,6.62,294.5,25.1,46,28.1,Moderate,1
Maize,Clay,Kharif,Central,270,144,169,7.61,317.6,23.9,80.1,40.48,High,1
Cotton,Sandy,Kharif,Central,171,141,257,7.27,291.3,18.7,86.9,40.3,High,1
Wheat,Clay,Rabi,Central,94,84,75,6.96,274.6,26.2,49.5,28.18,Moderate,1
Cotton,Black,Kharif,East,196,119,173,6.81,250.6,23.4,87.4,38.36,High,1
Millets,Black,Kharif,South,171,84,74,7.31,176.3,22.7,43.3,30.84,Moderate,1
Wheat,Red,Rabi,North,48,37,76,5.08,187.9,34.2,45.3,24.22,Low,0
Sugarcane,Red,Zaid,Central,176,95,97,6.41,187.9,26.7,61.6,27.17,Moderate,1
Wheat,Clay,Zaid,West,114,69,27,5.24,125.8,36.7,40.2,23.8,Low,0
Millets,Sandy,Zaid,East,103,64,72,5.25,157.6,34.7,37.1,24.94,Low,0
Cotton,Loamy,Kharif,Central,134,52,167,7.31,231.5,23.7,71,28.99,Moderate,1
Cotton,Black,Zaid,West,128,64,167,7.27,232.6,25.4,45.3,22.39,Moderate,1
Rice,Loamy,Kharif,West,182,50,123,6.06,269.6,30.5,64.9,29.22,Moderate,1
Maize,Loamy,Kharif,Central,124,100,174,6.4,281.9,28.5,54,27.15,Moderate,1
Millets,Red,Kharif,East,251,154,208,7.7,261.4,25.2,66.5,43.35,High,1
Maize,Clay,Kharif,East,197,112,165,6.22,171.3,24.5,57.1,34.37,Moderate,1
Wheat,Red,Zaid,West,92,55,166,7.18,238.2,25.9,52.6,32.89,Moderate,1
Wheat,Clay,Kharif,Central,148,116,89,7.25,280,23.2,58,34.19,Moderate,1
Rice,Black,Zaid,West,174,161,199,7.96,265.8,18.9,68.5,36.38,High,1
Millets,Loamy,Kharif,Central,175,119,129,6.76,300.4,29.2,59.5,30.99,Moderate,1
Sugarcane,Black,Zaid,South,165,155,279,6.59,256,19.7,80.9,32.43,High,1
Maize,Sandy,Kharif,East,53,65,52,5.99,117.8,36.4,34.9,19.04,Low,0
Maize,Black,Kharif,South,195,109,227,6.99,308.1,23.3,82,35.52,High,1
Maize,Red,Kharif,North,56,26,83,5.77,178.4,33.8,31.7,15.69,Low,0
Rice,Clay,Kharif,Central,191,146,260,7.55,423.5,24.1,62.4,38,High,1
Wheat,Clay,Zaid,West,102,83,151,6.61,257.3,27.6,52.4,26.68,Moderate,1
Maize,Loamy,Rabi,North,169,144,266,7.55,345.6,26.3,67.3,43.88,High,1
Wheat,Red,Rabi,Central,171,159,247,8.08,431.8,26.3,81.5,39.36,High,1
Cotton,Sandy,Rabi,West,129,56,101,6.51,287.4,23.4,71.3,32.02,Moderate,1
Maize,Clay,Zaid,South,198,84,121,6.3,288.1,26.4,65,22.27,Moderate,1
Rice,Red,Zaid,North,203,166,256,6.62,391.9,27.5,78.6,44.21,High,1
Cotton,Black,Kharif,Central,271,106,236,6.94,385.8,22.4,82.6,31.83,High,1
Sugarcane,Loamy,Zaid,South,123,92,169,6.75,267.6,23.6,66.6,26.14,Moderate,1
Maize,Sandy,Kharif,North,171,100,230,7.44,373,24,64,41.43,High,1
Millets,Sandy,Kharif,South,232,159,248,7.7,252.3,21.2,70.3,38.32,High,1
Cotton,Red,Zaid,East,283,142,229,8.15,280.7,20,66.4,32.32,High,1
Rice,Loamy,Zaid,East,126,66,72,7.3,188.8,30.3,56.6,33.03,Moderate,1
Maize,Sandy,Rabi,Central,191,107,137,7.41,164.9,27.1,46.4,22.74,Moderate,1
Millets,Black,Rabi,West,41,15,54,5.13,122.6,30.9,35.7,22.17,Low,0
Rice,Black,Rabi,North,249,133,186,6.75,359.8,24.1,60.1,44.28,High,1
Cotton,Loamy,Rabi,South,179,138,296,7.28,372.4,25.2,84.8,40.58,High,1
Wheat,Sandy,Rabi,Central,174,82,73,7.3,174.9,25.3,63.7,31.93,Moderate,1
Wheat,Sandy,Kharif,South,243,100,252,6.68,317.5,22.6,74.5,39.61,High,1
Wheat,Red,Zaid,West,172,112,92,6.1,285.5,23.8,50.3,23.14,Moderate,1
Millets,Sandy,Zaid,Central,79,31,17,5.9,147.2,33.5,54.9,23.51,Low,0
Rice,Clay,Rabi,Central,114,29,59,5.06,137.9,31,41.1,23.65,Low,0
Wheat,Red,Zaid,Central,193,82,73,6.81,252.3,30.3,62.1,28.69,Moderate,1
Sugarcane,Clay,Kharif,North,170,168,210,7.79,398.5,22.3,77,42.61,High,1
Wheat,Black,Rabi,South,41,69,42,5.28,137.2,34.1,42.6,16.64,Low,0
Maize,Clay,Kharif,South,167,167,238,7.25,431.4,23.5,74.9,36.01,High,1
Wheat,Loamy,Rabi,North,240,139,219,7.99,445.3,19.6,89,36.86,High,1
Millets,Black,Rabi,Central,231,122,204,7.79,383,18.1,80.2,34.23,High,1
Maize,Sandy,Kharif,West,130,83,155,6.27,277.4,31.1,41.8,29.81,Moderate,1
Maize,Black,Zaid,South,183,110,114,7.37,162,23.3,62.5,30.57,Moderate,1
Rice,Red,Rabi,North,76,33,73,5.59,116.9,37.8,42.8,20.76,Low,0
Cotton,Clay,Kharif,South,151,118,87,6.62,209.3,27.9,71,30.93,Moderate,1
Rice,Red,Rabi,North,86,35,67,5.78,103.4,35.1,34.1,23.04,Low,0
Maize,Red,Kharif,North,215,163,223,7.13,433.8,27.8,68.7,41.45,High,1
Wheat,Black,Rabi,East,119,52,154,6.27,232.2,28.4,65.2,32.24,Moderate,1
Sugarcane,Loamy,Kharif,East,186,84,116,7.39,198.5,28.5,58,25.8,Moderate,1
Cotton,Clay,Zaid,Central,296,152,172,8,363.9,22.5,88.7,30.48,High,1
Maize,Clay,Kharif,North,175,99,127,6.54,290.1,27,72.6,29.89,Moderate,1
Rice,Sandy,Zaid,South,272,116,295,6.72,427.5,26,89.8,43.61,High,1
Maize,Clay,Zaid,North,237,121,277,7.77,278.4,24.4,88.3,40.72,High,1
Sugarcane,Red,Zaid,Central,99,58,59,6.29,158,30.1,41.6,21.49,Low,0
Rice,Red,Rabi,Central,216,105,196,7.73,315.1,21.9,61.4,30.77,High,1
Maize,Sandy,Zaid,Central,120,50,178,6.05,198,27.4,56.1,22.88,Moderate,1
Rice,Sandy,Rabi,South,264,169,268,6.56,277.9,26.9,89.5,34.39,High,1
Rice,Clay,Zaid,West,86,53,24,5.61,103.3,33.8,41.4,25.81,Low,0
Sugarcane,Clay,Zaid,North,144,113,117,6.75,225.5,31.8,42.8,26.07,Moderate,1
Rice,Sandy,Rabi,East,142,61,115,6.95,315.7,26.2,56.3,30.43,Moderate,1
Wheat,Black,Rabi,East,152,97,121,5.97,239.3,29.9,40.7,31.83,Moderate,1
Millets,Clay,Zaid,West,112,34,77,5.15,109.4,36.4,54.1,17.93,Low,0
Rice,Sandy,Zaid,North,166,104,242,6.78,306.6,26.4,68.9,42.1,High,1
Cotton,Clay,Zaid,East,105,64,116,6.69,249,25.1,57.6,22.09,Moderate,1
Millets,Red,Kharif,South,229,131,217,7.11,411.7,21.2,76.8,31.45,High,1
Sugarcane,Loamy,Kharif,East,182,56,171,6.79,165.7,30,44.8,28.89,Moderate,1
Millets,Loamy,Rabi,North,62,15,74,6.18,179,35.5,37.4,17.25,Low,0
Wheat,Black,Rabi,West,262,157,233,6.92,343,20.6,89.3,32.74,High,1
Wheat,Black,Kharif,North,111,37,82,5.25,97.8,36.6,48.9,26.54,Low,0
Rice,Black,Zaid,Central,146,113,77,6.84,269.8,27.5,61.6,23.23,Moderate,1
Maize,Loamy,Kharif,East,197,129,151,7.59,253.8,27.7,68.2,37.87,High,1
Wheat,Sandy,Kharif,West,144,90,108,6.68,232.5,28.3,72.5,27,Moderate,1
Sugarcane,Black,Kharif,West,93,66,57,5.08,189.1,34.6,32.5,20.77,Low,0
Sugarcane,Loamy,Rabi,East,78,28,33,5.35,134,30.1,27.2,20.54,Low,0
Sugarcane,Loamy,Rabi,West,285,103,201,7,431.8,25.6,70.2,44.25,High,1
Maize,Red,Rabi,North,86,44,64,5.36,70.1,30.3,29.8,21.05,Low,0
Maize,Black,Zaid,West,183,118,200,6.55,442.4,21.4,80.3,33.04,High,1
Millets,Clay,Kharif,South,242,133,289,7.91,299.2,27.6,86.2,32.13,High,1
Sugarcane,Red,Rabi,West,108,58,91,6.56,279.8,23.1,66.1,31.43,Moderate,1
Rice,Sandy,Zaid,North,193,95,84,7.04,256.3,28.1,41.7,32.35,Moderate,1
Sugarcane,Black,Rabi,North,205,146,167,6.52,443.4,19.3,75.2,39.53,High,1
Maize,Sandy,Zaid,Central,71,52,59,5.19,117.1,35.1,49.9,17.12,Low,0
